review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
"PickMe drivers are completely useless now. The rates have increased significantly, and to make matters worse, when you book a ride, you have to wait for a long time. Even if it says they’ll arrive in 5 minutes, it takes more than 10 minutes for the driver to show up. PickMe is just not worth it anymore; Uber is much better now. I am deleting the PickMe app today.",1,2026-03-16 12:19:30,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6186984181404114,Driver Behavior & Safety,medium,365,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
drivers accept rides and then cancel.. periodically and there is no punishment for this behaviour. Uber is a safer choice when available.,1,2026-03-16 08:53:50,English,Negative,0.9292,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9026119112968444,Driver Behavior & Safety,high,137,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"navigation not working, charges increased, too hungry",3,2026-03-15 12:57:20,English,Negative,0.9991,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6912617683410645,App Bugs,high,53,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
your driver alive or die very slow and wast of the time finally i got metter taxi i unistall this app my phone,1,2026-03-15 10:27:06,English,Negative,0.9965,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6185164451599121,Driver Behavior & Safety,medium,110,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"app not working ,opened but still loading screen",1,2026-03-14 19:19:35,English,Negative,0.9946,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6607961654663086,App Bugs,high,48,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
App is very slow.bad service.,1,2026-03-13 16:00:41,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4893134534358978,App Bugs,medium,29,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
The app allows multiple possibilities to get scammed by drivers. I cannot recommend ever using Card as payment method as it allows many scam methods. When using cash always monitor the route the driver takes. We were overcharged because the driver took a longer route on purpose. Another time the driver went into the direction of his home town and just threw us out of the car charging the full fare. Pickme support does nothing if you ask for help. They just close the ticket without response.,1,2026-03-13 13:16:54,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5825971364974976,Support & Refunds,medium,495,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
Ordered a cake from sponge kollupitiya. waited more than 1 hour. no drivers to pick the cake. no option for me or for the shop to cancel the order. I went out and bought a cake. celebrated. Still no one is picking the order and I cant cancel the order. I dont need a cake now. this is like a punishment for using pick me app,1,2026-03-13 13:07:27,English,Negative,0.9993,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.404041439294815,Delivery Issues,low,324,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst.mostly app crash when im ending a trip. take long time to display hire fare. pickme map lag every time when turning. trash.,1,2026-03-13 09:27:08,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.918893814086914,App Bugs,high,129,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
cheating company,1,2026-03-12 23:36:12,English,Negative,0.9991,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4657354652881622,Pricing & Bidding,medium,16,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
welawakata app eaka mara slow,5,2026-03-12 20:22:56,English,Negative,0.9955,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3400430679321289,App Bugs,low,29,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"Very disappointed with this app. I was charged additional fees (surcharges) without any prior notification, and the extra charge was more than 100% of the original hire amount. Customer support did not provide a clear or satisfactory explanation. I request the developer to review this issue and arrange a refund for the unfair charge. I will update my review once the matter is resolved.",1,2026-03-12 14:23:03,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7058991193771362,Support & Refunds,high,388,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
𝗼𝗻 𝘁𝗶𝗺𝗲 𝗮𝗻𝗱 𝗽𝗼𝗹𝗶𝘁𝗲 𝘀𝗲𝗿𝘃𝗶𝗰𝗲,5,2026-03-11 10:03:06,English,Negative,0.8832,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2853533625602722,Pricing & Bidding,low,26,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst app for food deliveries.,1,2026-03-10 22:41:14,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2778498828411102,App Bugs,low,30,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"PickMe Srilanka is the most useless, fake app that exists. If you want to be overcharged, scammed, and get actual bills that are twice the estimated bills given, go for it. Good luck with meeting a lot of stupid scammers for drivers and good luck with the PickMe app that doesn't have any algorithms for basic math and gives totally different trip fares before and after you get onto your ride.",1,2026-03-08 17:17:31,English,Negative,0.9994,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4855048060417175,Pricing & Bidding,medium,394,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
driver did not take me to the destination I book the ride. i had to pay extra.,2,2026-03-07 21:27:18,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8116243481636047,Driver Behavior & Safety,high,78,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
so bad I was like waiting for my ride like 20 to 30 min and still didn't came... I book a took took and a bike both didn't came.. great job 👏,1,2026-03-06 08:30:17,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9478387236595154,Driver Behavior & Safety,high,141,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"absolute worst service ever. Had made an order at 18.30 the cuatomer service team kept lying about arrival time... BTW so did the app... order finally arrived at 2037.. I refused the food as it was soggy. Customer service refused to refund the bill.. Absolutely unethical company, and the people who run it should be ashamed. I am uninstalling the app. Anyone thinking of installing it pls be aware... and a special mention to the operator Masoor (not aure if thats his real name)... Piece of work",1,2026-03-05 20:47:01,English,Negative,0.9998,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5040773153305054,Delivery Issues,medium,497,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
it gets long time to update the location,1,2026-03-05 18:01:30,English,Negative,0.9966,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3760530948638916,App Bugs,low,40,zero-shot-bart-large-mnli,App Bugs,keyword_rule
the worst experience I had . all the drivers are cancelling on me even tho I had a emergency. 3 drives accepted and cancelled. will never use this app ever again in my life I got late for work because of this . never can relay on this app,1,2026-03-04 17:23:47,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8682305216789246,Driver Behavior & Safety,high,238,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"prices are going soooo up, normally I go for 270 now 459.",1,2026-03-04 07:26:28,English,Negative,0.9884,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7562461495399475,Pricing & Bidding,high,57,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
showing location very weak and,2,2026-03-03 14:23:13,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5920218825340271,Driver Behavior & Safety,medium,30,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"PickMe is getting worse day by day. PickMe allows create 'duplicate' PickMe accounts, and even tries to force us to pay the unpaid order value for orders made by the dupe account. A few weeks back, my app was reset twice. Last week a driver left me in a middle of a round trip and charged extra. After a complaint was made the app was not working properly and I updated. Happy to say the app no longer works. And there's no way of knowing what happened with the complaint.",1,2026-03-03 03:43:53,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6759878396987915,Driver Behavior & Safety,high,472,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Today I had a very disappointing experience with your service. I have been using this app for the past 8 years, and I have never faced an incident like this before.Today, I booked a ride from Nugegoda to Bodhirukkarama Road. The usual distance is around 2.5 km. When I arranged the PickMe ride, the displayed fare was 265 LKR. Based on that amount, I confirmed the booking. However, at the end of the trip, I was charged 465 LKR. Normally, for this route, even a road taxi charges only around 230 LKR",1,2026-03-02 22:12:45,English,Negative,0.9964,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3672253787517547,Pricing & Bidding,low,500,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"I have been very dissatisfied with the pickMe app lately. When ordering pickMe food, the app showed that the order had been accepted, but the restaurant got the order 15 minutes late. After the driver picks up the order, the map doesn't show clearly where he is and the order is 45 minutes late.",3,2026-03-02 08:59:32,English,Negative,0.9993,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4509190618991852,Delivery Issues,medium,295,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"I arranged a PickMe Flash delivery to collect a watch worth Rs. 20,000 from a shop. The rider picked up the package but immediately cancelled the ride and has not answered my calls since. It has been over a week, and I have neither received the package nor a proper update from PickMe. We trusted your platform to ensure safe and secure delivery. I am extremely disappointed with how this matter has been handled.",1,2026-03-01 21:11:36,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7491106986999512,Driver Behavior & Safety,high,413,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
one of the scam platforms,1,2026-03-01 16:16:55,English,Negative,0.9993,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2702645361423492,Pricing & Bidding,low,25,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
"I am very disappointed with the service today. I placed an order and the relevant amount was deducted from my account. However, the outlet staff informed me that they did not receive my order. The PickMe team also could not clearly explain what happened. This caused a waste of my time.and also I previously made a complaint regarding a ride. The agent agreed to refund my amount and closed the complaint in the PickMe app about one or two months ago. However, I still have not received my funds.",1,2026-03-01 13:27:06,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.9226901531219482,Support & Refunds,high,496,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
